Id,SalePrice
1863,281687.78
1864,281687.78
1865,337724.12
1866,342603.4
1867,251131.33
1868,311041.53
1869,202648.88
1870,250104.97
1871,250200.6
1872,169383.64
1873,242564.08
1874,150703.4
1875,205274.12
1876,193564.97
1877,219278.03
1878,202638.19
1879,133356.4
1880,132770.81
1881,241881.31
1882,256227.02
1883,191663.98
1884,204871.2
1885,259128.39
1886,315042.3
1887,206040.12
1888,278104.9
1889,167115.97
1890,131457.4
1891,141887.89
1892,99635.69
1893,125177.94
1894,121296.27
1895,140859.81
1896,127756.9
1897,116179.8
1898,118398.23
1899,157019.27
1900,167853.53
1901,160194.9
1902,146359.14
1903,205803.27
1904,151494.08
1905,207704.56
1906,169467.17
1907,216718.19
1908,117724.875
1909,140808.52
1910,126400.89
1911,211902.73
1912,298482.12
1913,152889.1
1914,76074.41
1915,300237.4
1916,76815.07
1917,260052.17
1918,147290.22
1919,167277.31
1920,145079.95
1921,395254.16
1922,324574.06
1923,215102.7
1924,214745.48
1925,210576.48
1926,381854.9
1927,132154.75
1928,152314.3
1929,123795.04
1930,139473.73
1931,138833.14
1932,135350.08
1933,181735.16
1934,180027.56
1935,170640.25
1936,189441.78
1937,177820.89
1938,164286.14
1939,243131.38
1940,188893.6
1941,170636.7
1942,183806.42
1943,207091.0
1944,316829.06
1945,370434.94
1946,127989.97
1947,347577.88
1948,182035.2
1949,229064.06
1950,182539.67
1951,267032.28
1952,222989.08
1953,172821.83
1954,180010.42
1955,127555.484
1956,308923.88
1957,152564.3
1958,336159.22
1959,131356.55
1960,108310.8
1961,114338.01
1962,102199.71
1963,110659.71
1964,107852.66
1965,140586.77
1966,150591.92
1967,284291.44
1968,394602.28
1969,398587.4
1970,431797.06
1971,434610.72
1972,376651.8
1973,264858.75
1974,307949.47
1975,295917.9
1976,284712.0
1977,370191.62
1978,355474.8
1979,349265.94
1980,196743.44
1981,365917.44
1982,230132.61
1983,213401.19
1984,168677.61
1985,223749.75
1986,221613.72
1987,179919.83
1988,175105.39
1989,194720.6
1990,217062.77
1991,236277.19
1992,211873.89
1993,170921.25
1994,252617.55
1995,189883.72
1996,244646.55
1997,305754.84
1998,338296.47
1999,235540.52
2000,318458.9
2001,238926.36
2002,240289.03
2003,262522.5
2004,258027.64
2005,229017.44
2006,240136.55
2007,255885.12
2008,228806.89
2009,194827.86
2010,193110.47
2011,144339.77
2012,176971.83
2013,178691.58
2014,187841.23
2015,204941.94
2016,192787.86
2017,194135.55
2018,120041.48
2019,131832.25
2020,104971.41
2021,107838.8
2022,176542.77
2023,133976.78
2024,258754.17
2025,352107.0
2026,173499.8
2027,155941.6
2028,161362.73
2029,167598.86
2030,291945.2
2031,255142.67
2032,270027.06
2033,283985.56
2034,169418.92
2035,211511.86
2036,193110.75
2037,198139.31
2038,339469.9
2039,248086.16
2040,345497.25
2041,277277.78
2042,204900.55
2043,169061.94
2044,173303.03
2045,213288.9
2046,132331.36
2047,134325.75
2048,134773.2
2049,130388.82
2050,189078.53
2051,109949.86
2052,129570.3
2053,151156.47
2054,87563.58
2055,163000.17
2056,144670.88
2057,124474.14
2058,226256.92
2059,139389.48
2060,162589.92
2061,178506.81
2062,133541.83
2063,107567.18
2064,142008.66
2065,123182.98
2066,169296.64
2067,115441.89
2068,137908.34
2069,81993.695
2070,112804.01
2071,92881.07
2072,116792.414
2073,139705.47
2074,189987.89
2075,156846.03
2076,125568.32
2077,159962.2
2078,128303.836
2079,128304.42
2080,119127.86
2081,125437.94
2082,125267.31
2083,142554.56
2084,109699.15
2085,117114.65
2086,148536.48
2087,124212.086
2088,90572.41
2089,72537.24
2090,128068.83
2091,116940.08
2092,131055.53
2093,117264.414
2094,134097.39
2095,147151.28
2096,74638.26
2097,93322.516
2098,152775.31
2099,64753.645
2100,82284.68
2101,116430.75
2102,133153.95
2103,107737.6
2104,132902.08
2105,130373.164
2106,72227.34
2107,215974.95
2108,113108.76
2109,117077.266
2110,130816.46
2111,153591.86
2112,136743.31
2113,118447.46
2114,123417.46
2115,165600.45
2116,122539.68
2117,149327.28
2118,116370.85
2119,105467.195
2120,121317.336
2121,109762.79
2122,103694.73
2123,81648.18
2124,174423.23
2125,127588.81
2126,150340.17
2127,160732.83
2128,127430.85
2129,101791.71
2130,150184.0
2131,154014.84
2132,115600.75
2133,123657.31
2134,120108.41
2135,91452.3
2136,62758.816
2137,112348.11
2138,132014.17
2139,151873.55
2140,143879.62
2141,159510.31
2142,124079.6
2143,137218.62
2144,146841.9
2145,139684.8
2146,166483.92
2147,145344.39
2148,125229.12
2149,144845.5
2150,225088.42
2151,121278.87
2152,180417.81
2153,171430.14
2154,99515.84
2155,142716.23
2156,277282.34
2157,229877.22
2158,236403.52
2159,210194.34
2160,178486.62
2161,238415.08
2162,251205.0
2163,360873.44
2164,242030.19
2165,175650.55
2166,149873.98
2167,231139.34
2168,202620.2
2169,197639.14
2170,220530.53
2171,148882.25
2172,133706.2
2173,162890.94
2174,233281.92
2175,325232.25
2176,312451.62
2177,251693.86
2178,212269.75
2179,144858.1
2180,218652.06
2181,183086.67
2182,204891.1
2183,189342.92
2184,126815.97
2185,128174.27
2186,145528.36
2187,155106.88
2188,157251.56
2189,214465.0
2190,77559.78
2191,78656.87
2192,96757.99
2193,113629.555
2194,106101.23
2195,118280.56
2196,103729.74
2197,109661.305
2198,160812.14
2199,161805.27
2200,154562.36
2201,153097.2
2202,208288.97
2203,139262.88
2204,201786.89
2205,117859.02
2206,162751.42
2207,219183.38
2208,252340.08
2209,227451.19
2210,127959.18
2211,118567.11
2212,122795.16
2213,105677.375
2214,132040.66
2215,111131.66
2216,158594.16
2217,94944.31
2218,68980.41
2219,91586.61
2220,80439.33
2221,302999.1
2222,255208.11
2223,274335.22
2224,216055.14
2225,122550.85
2226,187648.89
2227,193265.58
2228,264625.78
2229,250574.75
2230,151269.72
2231,219802.23
2232,172646.19
2233,165362.53
2234,239605.52
2235,215045.97
2236,272737.9
2237,349723.75
2238,217338.44
2239,123501.445
2240,158976.81
2241,173217.77
2242,125167.12
2243,125395.58
2244,111172.75
2245,115449.875
2246,141407.84
2247,114440.625
2248,131154.8
2249,123075.97
2250,132030.89
2251,121080.2
2252,170729.97
2253,150496.81
2254,175484.5
2255,189680.22
2256,182538.73
2257,217208.67
2258,170415.03
2259,175852.23
2260,181286.75
2261,190555.94
2262,221503.5
2263,341621.22
2264,386272.78
2265,172048.03
2266,327158.22
2267,346852.66
2268,391689.03
2269,143125.7
2270,185587.16
2271,234232.47
2272,201711.95
2273,163319.2
2274,170674.61
2275,171080.34
2276,191387.0
2277,178314.33
2278,139293.92
2279,128441.836
2280,119937.56
2281,163116.44
2282,175997.64
2283,114909.7
2284,107776.04
2285,159058.33
2286,122110.24
2287,365797.38
2288,267954.28
2289,379411.38
2290,436455.2
2291,316978.88
2292,407941.78
2293,424069.44
2294,375471.8
2295,419840.28
2296,290910.12
2297,305022.5
2298,320854.12
2299,374812.0
2300,352597.72
2301,282479.25
2302,249569.86
2303,243150.67
2304,246750.73
2305,188060.97
2306,179707.75
2307,182443.14
2308,222633.58
2309,280383.34
2310,218410.28
2311,200962.44
2312,167999.53
2313,170905.55
2314,173430.33
2315,180394.66
2316,189216.27
2317,185036.3
2318,178517.48
2319,177228.12
2320,190315.3
2321,247315.39
2322,172514.92
2323,185440.08
2324,171778.62
2325,210792.1
2326,170022.1
2327,214359.67
2328,225563.58
2329,187276.89
2330,175080.38
2331,366227.47
2332,384699.78
2333,323598.72
2334,261415.73
2335,251255.62
2336,335265.38
2337,207300.73
2338,293607.84
2339,228009.69
2340,401964.2
2341,210098.12
2342,233725.28
2343,226548.69
2344,244356.28
2345,254023.92
2346,219648.98
2347,206385.2
2348,233530.73
2349,172750.36
2350,290337.7
2351,243253.5
2352,259666.86
2353,264627.75
2354,145765.33
2355,160337.58
2356,152575.5
2357,189268.95
2358,193161.34
2359,137581.16
2360,114286.29
2361,146434.27
2362,274952.0
2363,141899.23
2364,165368.67
2365,222231.39
2366,199267.89
2367,222431.0
2368,223116.23
2369,224242.95
2370,169802.83
2371,166452.2
2372,196808.94
2373,292012.4
2374,312714.44
2375,267329.75
2376,282326.94
2377,350918.8
2378,136878.16
2379,210538.95
2380,141698.97
2381,169161.31
2382,190546.16
2383,203162.97
2384,235219.36
2385,160749.7
2386,141361.03
2387,138490.2
2388,93149.21
2389,126466.41
2390,148585.23
2391,144555.31
2392,115156.914
2393,169677.14
2394,148981.38
2395,207635.77
2396,141737.95
2397,214606.12
2398,138469.4
2399,48673.816
2400,58361.766
2401,113900.42
2402,136745.8
2403,130496.2
2404,143383.69
2405,158095.84
2406,148932.12
2407,127308.45
2408,140437.33
2409,124614.984
2410,156382.28
2411,116782.89
2412,162415.98
2413,128015.305
2414,139749.14
2415,129157.875
2416,128618.19
2417,142958.2
2418,133463.67
2419,122406.78
2420,122938.695
2421,154123.86
2422,115046.25
2423,126730.61
2424,158347.52
2425,225484.89
2426,134243.94
2427,120826.46
2428,174879.12
2429,111582.945
2430,130881.125
2431,108349.19
2432,150802.56
2433,153359.23
2434,143498.83
2435,143716.03
2436,106723.47
2437,97488.81
2438,129874.6
2439,112242.51
2440,117332.234
2441,100584.93
2442,95541.57
2443,119687.62
2444,133379.17
2445,85882.46
2446,131374.31
2447,184348.69
2448,138349.19
2449,103108.71
2450,142953.83
2451,120610.69
2452,200429.3
2453,93296.195
2454,128261.21
2455,131066.69
2456,127550.58
2457,125061.33
2458,119206.23
2459,105840.01
2460,136549.98
2461,119084.07
2462,130344.33
2463,121142.42
2464,177689.23
2465,132925.83
2466,105600.22
2467,134159.12
2468,74547.7
2469,61481.926
2470,201561.44
2471,225302.61
2472,165724.1
2473,128260.63
2474,82313.24
2475,204708.73
2476,112217.74
2477,130166.63
2478,152249.3
2479,110388.27
2480,160310.31
2481,128771.445
2482,125287.32
2483,116256.78
2484,120492.73
2485,119318.53
2486,149374.38
2487,194804.22
2488,160498.98
2489,145444.08
2490,155548.5
2491,98022.06
2492,183998.28
2493,143233.19
2494,148080.95
2495,90772.516
2496,253007.22
2497,150183.75
2498,103515.31
2499,96020.74
2500,125630.664
2501,137938.08
2502,138418.53
2503,93046.18
2504,165531.83
2505,218871.16
2506,261465.17
2507,311804.34
2508,260244.95
2509,206810.62
2510,224234.36
2511,178285.06
2512,208835.39
2513,204887.66
2514,243085.36
2515,147797.73
2516,174813.58
2517,145392.25
2518,148424.08
2519,221832.77
2520,215408.62
2521,193506.45
2522,215147.36
2523,122067.86
2524,132646.67
2525,145133.3
2526,137337.25
2527,124675.57
2528,121990.02
2529,130162.29
2530,111672.164
2531,262217.66
2532,226076.66
2533,195942.2
2534,232413.92
2535,328263.2
2536,228666.3
2537,237320.52
2538,178259.06
2539,189171.31
2540,176597.72
2541,183584.98
2542,167742.81
2543,124908.56
2544,126963.4
2545,129484.61
2546,131006.984
2547,143545.5
2548,148790.95
2549,162487.39
2550,234291.22
2551,144604.36
2552,119768.98
2553,64631.22
2554,100721.46
2555,117791.04
2556,108914.484
2557,111046.54
2558,158113.11
2559,134495.83
2560,147374.88
2561,150902.64
2562,132233.86
2563,145977.62
2564,191481.48
2565,152184.53
2566,172615.55
2567,133621.14
2568,219403.61
2569,206797.52
2570,122517.46
2571,191932.03
2572,181026.55
2573,214473.39
2574,273164.78
2575,139263.36
2576,127934.15
2577,170749.14
2578,84984.66
2579,60943.453
2580,128019.34
2581,123528.08
2582,121973.9
2583,279626.3
2584,162560.3
2585,177036.4
2586,222399.88
2587,208233.69
2588,151132.34
2589,146090.86
2590,214854.92
2591,222797.81
2592,211388.81
2593,251528.67
2594,171713.75
2595,198870.72
2596,326234.47
2597,185599.83
2598,264003.72
2599,317795.66
2600,191922.06
2601,158291.1
2602,78949.8
2603,99816.52
2604,92777.57
2605,71788.57
2606,150027.58
2607,183168.92
2608,197951.06
2609,169970.45
2610,116330.73
2611,134864.56
2612,142963.39
2613,137320.45
2614,129779.35
2615,153255.9
2616,143802.44
2617,196679.94
2618,201322.72
2619,172427.17
2620,186729.89
2621,183230.34
2622,185791.12
2623,257924.6
2624,294567.0
2625,355129.0
2626,172188.66
2627,178673.45
2628,432730.66
2629,417320.3
2630,357556.34
2631,441718.4
2632,383630.5
2633,357152.28
2634,381201.94
2635,158185.72
2636,175095.45
2637,186740.1
2638,282741.72
2639,183759.34
2640,149388.23
2641,101724.58
2642,185674.45
2643,100842.51
2644,123574.02
2645,108995.66
2646,98838.89
2647,116396.1
2648,143167.97
2649,143515.28
2650,149659.73
2651,138561.03
2652,401352.16
2653,243113.97
2654,236835.05
2655,357199.1
2656,293811.16
2657,344991.16
2658,279889.1
2659,306977.84
2660,343074.06
2661,318815.94
2662,338040.0
2663,302211.53
2664,264345.0
2665,341944.72
2666,301575.56
2667,164500.72
2668,179120.56
2669,178566.77
2670,294695.47
2671,184817.3
2672,188005.47
2673,212405.62
2674,207037.53
2675,176079.55
2676,186558.58
2677,188890.48
2678,263989.12
2679,260985.88
2680,265955.84
2681,402073.4
2682,337040.2
2683,396783.44
2684,320288.9
2685,348184.47
2686,259535.06
2687,332010.5
2688,222724.73
2689,218843.5
2690,433104.1
2691,194187.94
2692,142844.92
2693,199415.45
2694,145181.72
2695,196251.23
2696,182346.56
2697,186304.53
2698,190028.53
2699,168569.95
2700,147457.47
2701,141392.45
2702,103669.9
2703,128187.35
2704,140309.53
2705,117205.45
2706,112981.984
2707,114472.945
2708,141398.94
2709,110611.2
2710,127496.23
2711,290225.5
2712,370279.6
2713,176437.16
2714,151160.78
2715,167275.27
2716,148292.75
2717,189045.55
2718,234295.53
2719,160540.6
2720,171837.47
2721,132445.75
2722,158210.42
2723,148486.3
2724,135384.62
2725,133356.86
2726,143713.02
2727,174978.92
2728,159794.81
2729,145922.28
2730,141579.73
2731,136715.73
2732,128963.664
2733,152100.14
2734,146578.6
2735,132234.25
2736,141586.77
2737,123278.32
2738,129157.875
2739,161901.05
2740,138496.61
2741,151971.94
2742,143063.05
2743,146309.48
2744,162505.23
2745,151277.56
2746,146552.92
2747,145816.83
2748,115809.586
2749,127010.055
2750,144148.62
2751,140803.31
2752,207157.31
2753,144328.98
2754,230002.88
2755,123137.27
2756,104595.81
2757,69854.49
2758,78411.53
2759,147087.75
2760,125689.99
2761,143292.83
2762,150707.4
2763,176653.0
2764,144729.94
2765,271447.2
2766,140095.45
2767,90312.125
2768,139303.67
2769,139443.9
2770,154110.62
2771,113905.03
2772,119897.19
2773,152669.0
2774,134357.73
2775,126546.83
2776,138056.25
2777,142252.23
2778,115761.875
2779,131266.98
2780,100396.88
2781,93356.89
2782,91150.17
2783,97679.85
2784,127767.7
2785,123185.51
2786,75996.64
2787,125999.36
2788,77579.28
2789,193060.45
2790,88788.09
2791,111797.07
2792,55225.0
2793,166928.2
2794,98844.28
2795,113691.195
2796,98185.586
2797,210875.92
2798,117322.22
2799,120297.664
2800,65069.996
2801,110228.625
2802,134015.42
2803,193400.8
2804,135155.22
2805,106140.06
2806,74777.555
2807,165181.7
2808,147290.72
2809,136535.38
2810,136214.45
2811,156191.83
2812,159767.83
2813,194402.94
2814,160407.28
2815,108897.39
2816,241313.12
2817,154362.11
2818,128738.46
2819,174690.45
2820,136019.75
2821,102292.87
2822,199807.89
2823,275425.56
2824,189345.8
2825,156219.22
2826,130440.07
2827,133389.88
2828,210051.73
2829,188881.0
2830,238599.5
2831,184797.73
2832,249223.28
2833,286926.34
2834,217131.84
2835,216227.19
2836,190116.66
2837,173466.81
2838,160590.08
2839,178567.52
2840,201054.67
2841,204027.69
2842,222949.06
2843,152511.47
2844,152389.95
2845,121059.95
2846,210785.53
2847,197960.53
2848,219135.39
2849,200447.77
2850,285910.4
2851,216914.66
2852,249443.89
2853,234810.5
2854,146048.98
2855,208058.1
2856,201258.9
2857,185197.25
2858,211676.69
2859,117238.45
2860,127680.12
2861,132371.33
2862,191194.5
2863,134743.14
2864,246984.22
2865,146719.69
2866,154130.8
2867,95483.94
2868,89286.41
2869,105680.06
2870,130502.37
2871,88753.945
2872,43733.25
2873,110439.34
2874,146532.75
2875,119330.5
2876,155588.4
2877,136056.78
2878,178395.52
2879,137376.64
2880,100491.21
2881,153615.05
2882,170650.38
2883,184487.02
2884,203808.9
2885,195511.31
2886,232573.89
2887,94848.96
2888,137764.12
2889,56602.086
2890,84837.45
2891,138333.5
2892,69871.72
2893,101233.164
2894,63940.39
2895,280614.22
2896,276941.84
2897,197319.14
2898,150196.67
2899,212683.61
2900,163103.06
2901,209448.95
2902,192882.81
2903,341284.12
2904,364215.47
2905,101132.52
2906,219367.16
2907,119017.2
2908,135713.36
2909,145535.06
2910,83075.23
2911,76832.555
2912,142634.5
2913,88460.98
2914,76532.78
2915,86878.16
2916,81905.86
2917,171021.05
2918,119331.8
2919,230414.77
